generated on 30/07/2019 23:21:08 UTC																					
																					
Country	WHOREGION	FLUREGION	Year	Week	SDATE	EDATE	SPEC_RECEIVED_NB	SPEC_PROCESSED_NB	AH1	AH1N12009	AH3	AH5	ANOTSUBTYPED	INF_A	BYAMAGATA	BVICTORIA	BNOTDETERMINED	INF_B	ALL_INF	ALL_INF2	TITLE
United States of America	Region of the Americas of WHO	North America	2015	52	12/21/15	12/27/15	18077	18077	0	89	33	0	221	343	28	3	175	206	549	0	No Report
United States of America	Region of the Americas of WHO	North America	2015	53	12/28/15	1/3/16	20289	20289	0	146	55	0	265	466	35	9	213	257	723	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	1	1/4/16	1/10/16	21578	21578	0	232	67	0	398	697	52	12	198	262	959	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	2	1/11/16	1/17/16	20415	20415	0	256	89	0	576	921	60	23	269	352	1273	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	3	1/18/16	1/24/16	20701	20701	0	361	99	0	729	1189	83	25	360	468	1657	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	4	1/25/16	1/31/16	23301	23301	0	526	159	0	1049	1734	104	28	508	640	2374	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	5	2/1/16	2/7/16	24925	24925	0	672	171	0	1585	2428	143	62	684	889	3317	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	6	2/8/16	2/14/16	28055	28055	0	891	236	0	2280	3407	206	71	1020	1297	4704	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	7	2/15/16	2/21/16	31036	31036	0	1340	256	0	3151	4747	309	103	1271	1683	6430	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	8	2/22/16	2/28/16	35463	35463	0	1671	232	0	4434	6337	383	156	1486	2025	8362	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	9	2/29/16	3/6/16	38488	38488	0	1886	313	0	5554	7753	347	143	1836	2326	10079	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	10	3/7/16	3/13/16	41810	41810	0	2173	313	0	6725	9211	333	162	2264	2759	11970	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	11	3/14/16	3/20/16	38269	38269	0	1512	213	0	5070	6795	278	154	1972	2404	9199	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	12	3/21/16	3/27/16	33466	33466	0	1058	198	0	3938	5194	207	117	1835	2159	7353	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	13	3/28/16	4/3/16	30622	30622	0	807	180	0	2996	3983	211	127	1720	2058	6041	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	14	4/4/16	4/10/16	26333	26333	0	534	135	0	2002	2671	163	106	1560	1829	4500	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	15	4/11/16	4/17/16	23716	23716	0	382	117	0	1521	2020	162	88	1511	1761	3781	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	16	4/18/16	4/24/16	21629	21629	0	276	127	0	1136	1539	163	86	1486	1735	3274	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	17	4/25/16	5/1/16	19413	19413	0	167	98	0	706	971	119	78	1236	1433	2404	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	18	5/2/16	5/8/16	16466	16466	0	77	58	0	429	564	82	53	899	1034	1598	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	19	5/9/16	5/15/16	15077	15077	0	52	61	0	282	395	71	36	711	818	1213	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	20	5/16/16	5/22/16	13325	13325	0	34	75	0	228	337	49	14	547	610	947	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	21	5/23/16	5/29/16	12192	12192	0	16	43	0	141	200	31	22	435	488	688	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	22	5/30/16	6/5/16	10526	10526	0	4	13	0	82	99	35	14	248	297	396	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	23	6/6/16	6/12/16	9618	9618	0	5	14	0	71	90	17	6	221	244	334	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	24	6/13/16	6/19/16	8776	8776	0	7	18	0	59	84	10	6	99	115	199	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	25	6/20/16	6/26/16	7728	7728	0	5	22	0	44	71	11	9	92	112	183	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	26	6/27/16	7/3/16	6613	6613	0	3	18	0	29	50	9	6	55	70	120	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	27	7/4/16	7/10/16	6193	6193	0	2	18	0	23	43	9	5	34	48	91	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	28	7/11/16	7/17/16	6552	6552	0	1	21	0	25	47	11	2	34	47	94	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	29	7/18/16	7/24/16	6117	6117	0	2	18	0	25	45	10	0	30	40	85	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	30	7/25/16	7/31/16	5983	5983	0	2	38	0	20	60	10	2	27	39	99	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	31	8/1/16	8/7/16	5808	5808	0	1	45	0	35	81	4	1	20	25	106	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	32	8/8/16	8/14/16	5894	5894	0	6	28	0	21	55	10	2	31	43	98	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	33	8/15/16	8/21/16	5965	5965	0	1	29	0	26	56	7	1	23	31	87	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	34	8/22/16	8/28/16	6295	6295	0	5	28	0	60	93	6	2	27	35	128	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	35	8/29/16	9/4/16	7100	7100	0	7	33	0	77	117	1	4	45	50	167	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	36	9/5/16	9/11/16	7422	7422	0	3	42	0	55	100	1	1	60	62	162	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	37	9/12/16	9/18/16	8325	8325	0	8	44	0	73	125	1	3	69	73	198	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	38	9/19/16	9/25/16	8506	8506	0	5	38	0	92	135	1	1	70	72	207	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	39	9/26/16	10/2/16	7113	7113	0	1	22	0	81	104	0	0	72	72	176	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	40	10/3/16	10/9/16	14708	14708	0	9	86	0	127	222	4	5	102	111	333	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	41	10/10/16	10/16/16	15688	15688	0	11	81	0	113	205	6	7	95	108	313	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	42	10/17/16	10/23/16	16509	16509	0	12	134	0	124	270	10	8	105	123	393	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	43	10/24/16	10/30/16	16811	16811	0	13	130	0	148	291	3	3	108	114	405	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	44	10/31/16	11/6/16	18291	18291	0	12	122	0	209	343	7	10	128	145	488	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	45	11/7/16	11/13/16	19540	19540	0	5	155	0	281	441	1	6	135	142	583	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	46	11/14/16	11/20/16	20580	20580	0	9	189	0	352	550	1	7	164	172	722	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	47	11/21/16	11/27/16	19929	19929	0	5	164	0	475	644	3	4	204	211	855	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	48	11/28/16	12/4/16	23507	23507	0	13	318	0	538	869	5	17	209	231	1100	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	49	12/5/16	12/11/16	22604	22604	0	14	479	0	693	1186	7	20	204	231	1417	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	50	12/12/16	12/18/16	26238	26238	0	18	750	0	1392	2160	18	27	244	289	2449	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	51	12/19/16	12/25/16	29541	29541	0	29	1016	0	2484	3529	28	38	389	455	3984	0	No Report
United States of America	Region of the Americas of WHO	North America	2016	52	12/26/16	1/1/17	36641	36641	0	32	1676	0	4063	5771	37	59	449	545	6316	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	1	1/2/17	1/8/17	39331	39331	0	53	2067	0	4180	6300	60	47	426	533	6833	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	2	1/9/17	1/15/17	39411	39411	0	49	2209	0	4699	6957	76	49	492	617	7574	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	3	1/16/17	1/22/17	40291	40291	0	57	2252	0	5659	7968	104	69	689	862	8830	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	4	1/23/17	1/29/17	43322	43322	0	47	2431	0	6091	8569	123	70	864	1057	9626	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	5	1/30/17	2/5/17	46685	46685	0	51	2590	0	7560	10201	182	96	1208	1486	11687	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	6	2/6/17	2/12/17	53656	53656	0	71	2972	0	9393	12436	240	126	2028	2394	14830	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	7	2/13/17	2/19/17	55005	55005	0	68	2617	0	9426	12111	300	153	2662	3115	15226	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	8	2/20/17	2/26/17	53165	53165	0	87	2364	0	8603	11054	353	159	3106	3618	14672	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	9	2/27/17	3/5/17	44536	44536	0	54	1491	0	5369	6914	358	149	2500	3007	9921	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	10	3/6/17	3/12/17	41473	41473	0	50	1256	0	4311	5617	389	136	2922	3447	9064	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	11	3/13/17	3/19/17	39212	39212	0	27	908	0	3502	4437	438	139	3261	3838	8275	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	12	3/20/17	3/26/17	38592	38592	0	31	832	0	3297	4160	522	188	3864	4574	8734	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	13	3/27/17	4/2/17	35183	35183	0	27	640	0	2316	2983	576	141	3791	4508	7491	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	14	4/3/17	4/9/17	30763	30763	0	17	361	0	1403	1781	450	117	3032	3599	5380	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	15	4/10/17	4/16/17	26659	26659	0	5	220	0	907	1132	372	65	2317	2754	3886	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	16	4/17/17	4/23/17	24185	24185	0	11	143	0	643	797	246	51	1655	1952	2749	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	17	4/24/17	4/30/17	20163	20163	0	7	133	0	344	484	176	46	1014	1236	1720	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	18	5/1/17	5/7/17	16886	16886	0	5	80	0	258	343	121	29	738	888	1231	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	19	5/8/17	5/14/17	15837	15837	0	3	95	0	253	351	115	37	631	783	1134	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	20	5/15/17	5/21/17	14333	14333	0	5	63	0	237	305	111	32	499	642	947	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	21	5/22/17	5/28/17	13194	13194	0	7	41	0	196	244	80	26	403	509	753	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	22	5/29/17	6/4/17	11779	11779	0	1	39	0	181	221	60	50	333	443	664	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	23	6/5/17	6/11/17	10743	10743	0	5	30	0	139	174	63	22	247	332	506	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	24	6/12/17	6/18/17	9431	9431	0	8	41	0	131	180	44	11	169	224	404	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	25	6/19/17	6/25/17	8745	8745	0	5	40	0	105	150	31	11	129	171	321	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	26	6/26/17	7/2/17	7405	7405	0	4	36	0	92	132	21	4	97	122	254	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	27	7/3/17	7/9/17	7449	7449	0	10	27	0	73	110	7	7	79	93	203	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	28	7/10/17	7/16/17	7906	7906	0	4	31	0	89	124	9	5	75	89	213	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	29	7/17/17	7/23/17	7551	7551	0	8	25	0	82	115	7	0	48	55	170	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	30	7/24/17	7/30/17	7211	7211	0	7	30	0	72	109	21	1	53	75	184	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	31	7/31/17	8/6/17	6779	6779	0	8	40	0	92	140	8	0	35	43	183	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	32	8/7/17	8/13/17	7188	7188	0	4	43	0	73	120	20	0	61	81	201	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	33	8/14/17	8/20/17	7808	7808	0	5	24	0	64	93	9	0	39	48	141	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	34	8/21/17	8/27/17	8253	8253	0	6	51	0	72	129	8	0	41	49	178	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	35	8/28/17	9/3/17	8794	8794	0	18	61	0	103	182	0	0	58	58	240	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	36	9/4/17	9/10/17	10017	10017	0	11	101	0	109	221	10	0	63	73	294	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	37	9/11/17	9/17/17	11439	11439	0	7	91	0	126	224	11	1	72	84	308	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	38	9/18/17	9/24/17	11849	11849	0	2	73	0	116	191	9	1	67	77	268	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	39	9/25/17	10/1/17	9598	9598	0	8	54	0	122	184	2	0	54	56	240	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	40	10/2/17	10/8/17	16537	16537	0	13	123	0	233	369	16	0	117	133	502	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	41	10/9/17	10/15/17	17553	17553	0	14	143	0	249	406	13	4	102	119	525	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	42	10/16/17	10/22/17	19014	19014	0	14	173	0	278	465	11	1	112	124	589	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	43	10/23/17	10/29/17	19256	19256	0	26	177	0	337	540	21	1	140	162	702	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	44	10/30/17	11/5/17	21516	21516	0	23	247	0	505	775	36	3	233	272	1047	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	45	11/6/17	11/12/17	22841	22841	0	29	315	0	687	1031	33	4	252	289	1320	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	46	11/13/17	11/19/17	25620	25620	0	56	405	0	941	1402	61	5	351	417	1819	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	47	11/20/17	11/26/17	25400	25400	0	41	491	0	1338	1870	60	5	363	428	2298	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	48	11/27/17	12/3/17	29542	29542	0	61	788	0	1563	2412	108	8	456	572	2984	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	49	12/4/17	12/10/17	31415	31415	0	72	1056	0	2316	3444	103	16	565	684	4128	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	50	12/11/17	12/17/17	38666	38666	0	137	1513	0	4571	6221	173	36	883	1092	7313	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	51	12/18/17	12/24/17	52770	52770	0	240	2490	0	9256	11986	258	39	1777	2074	14060	0	No Report
United States of America	Region of the Americas of WHO	North America	2017	52	12/25/17	12/31/17	60873	60873	0	278	2985	0	12031	15294	373	35	2193	2601	17895	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	1	1/1/18	1/7/18	67694	67694	0	320	3310	0	13057	16687	465	45	2700	3210	19897	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	2	1/8/18	1/14/18	75166	75166	0	400	3348	0	15219	18967	538	42	3409	3989	22956	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	3	1/15/18	1/21/18	75347	75347	0	406	2726	0	14832	17964	536	47	4094	4677	22641	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	4	1/22/18	1/28/18	87183	87183	0	540	2747	0	16672	19959	717	59	5581	6357	26316	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	5	1/29/18	2/4/18	88640	88640	0	542	2488	0	15232	18262	802	91	6987	7880	26142	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	6	2/5/18	2/11/18	87821	87821	0	543	2035	0	14148	16726	931	113	8187	9231	25957	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	7	2/12/18	2/18/18	80394	80394	0	492	1496	0	11393	13381	927	113	8461	9501	22882	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	8	2/19/18	2/25/18	64484	64484	0	297	1048	0	7196	8541	885	110	6645	7640	16181	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	9	2/26/18	3/4/18	51836	51836	0	245	588	0	4404	5237	697	88	4756	5541	10778	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	10	3/5/18	3/11/18	43972	43972	0	144	408	0	2922	3474	646	88	3706	4440	7914	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	11	3/12/18	3/18/18	39288	39288	0	187	277	0	2374	2838	535	70	3564	4169	7007	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	12	3/19/18	3/25/18	35156	35156	0	120	234	0	1968	2322	465	51	3164	3680	6002	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	13	3/26/18	4/1/18	32335	32335	0	131	220	0	1703	2054	455	62	3009	3526	5580	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	14	4/2/18	4/8/18	28954	28954	0	119	163	0	1128	1410	405	54	2390	2849	4259	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	15	4/9/18	4/15/18	26496	26496	0	101	102	0	903	1106	297	40	1971	2308	3414	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	16	4/16/18	4/22/18	22326	22326	0	51	86	0	593	730	211	43	1459	1713	2443	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	17	4/23/18	4/29/18	20328	20328	0	56	52	0	473	581	135	28	1129	1292	1873	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	18	4/30/18	5/6/18	17895	17895	0	39	31	0	349	419	137	14	747	898	1317	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	19	5/7/18	5/13/18	15554	15554	0	16	20	0	191	227	68	6	475	549	776	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	20	5/14/18	5/20/18	13456	13456	0	16	10	0	176	202	27	6	246	279	481	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	21	5/21/18	5/27/18	12137	12137	0	18	6	0	119	143	20	4	171	195	338	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	22	5/28/18	6/3/18	11048	11048	0	7	5	0	77	89	11	2	91	104	193	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	23	6/4/18	6/10/18	9986	9986	0	6	3	0	74	83	9	3	83	95	178	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	24	6/11/18	6/17/18	9203	9203	0	6	3	0	51	60	8	3	67	78	138	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	25	6/18/18	6/24/18	8712	8712	0	1	3	0	49	53	6	3	38	47	100	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	26	6/25/18	7/1/18	7917	7917	0	2	6	0	57	65	1	0	29	30	95	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	27	7/2/18	7/8/18	6929	6929	0	9	5	0	44	58	6	0	26	32	90	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	28	7/9/18	7/15/18	7127	7127	0	8	9	0	51	68	3	2	14	19	87	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	29	7/16/18	7/22/18	6993	6993	0	15	5	0	57	77	4	2	18	24	101	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	30	7/23/18	7/29/18	6944	6944	0	9	3	0	51	63	0	2	19	21	84	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	31	7/30/18	8/5/18	6467	6467	0	7	10	0	49	66	1	0	16	17	83	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	32	8/6/18	8/12/18	6942	6942	0	6	8	0	46	60	2	0	23	25	85	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	33	8/13/18	8/19/18	7217	7217	0	5	9	0	42	56	2	0	19	21	77	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	34	8/20/18	8/26/18	8002	8002	0	16	19	0	82	117	1	0	28	29	146	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	35	8/27/18	9/2/18	8927	8927	0	10	6	0	98	114	2	0	33	35	149	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	36	9/3/18	9/9/18	10074	10074	0	17	17	0	118	152	1	0	53	54	206	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	37	9/10/18	9/16/18	12351	12351	0	29	14	0	153	196	4	0	48	52	248	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	38	9/17/18	9/23/18	13259	13259	0	21	16	0	158	195	2	0	67	69	264	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	39	9/24/18	9/30/18	14017	14017	0	8	8	0	162	178	3	0	50	53	231	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	40	10/1/18	10/7/18	17329	17329	0	29	11	0	226	266	11	7	71	89	355	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	41	10/8/18	10/14/18	18953	18953	0	52	11	0	231	294	5	3	88	96	390	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	42	10/15/18	10/21/18	21290	21290	0	52	22	0	324	398	14	2	90	106	504	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	43	10/22/18	10/28/18	22483	22483	0	75	35	0	343	453	13	0	104	117	570	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	44	10/29/18	11/4/18	23598	23598	0	84	23	0	391	498	8	1	100	109	607	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	45	11/5/18	11/11/18	24733	24733	0	117	27	0	558	702	7	4	102	113	815	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	46	11/12/18	11/18/18	25798	25798	0	147	41	0	679	867	3	2	102	107	974	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	47	11/19/18	11/25/18	25706	25706	0	213	54	0	902	1169	5	2	74	81	1250	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	48	11/26/18	12/2/18	29839	29839	0	324	64	0	1009	1397	10	2	106	118	1515	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	49	12/3/18	12/9/18	30642	30642	0	357	89	0	1674	2120	7	3	157	167	2287	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	50	12/10/18	12/16/18	35177	35177	0	670	166	0	3260	4096	6	7	194	207	4303	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	51	12/17/18	12/23/18	40915	40915	0	1110	243	0	5364	6717	8	20	194	222	6939	0	No Report
United States of America	Region of the Americas of WHO	North America	2018	52	12/24/18	12/30/18	45743	45743	0	1234	274	0	6955	8463	9	19	243	271	8734	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	1	12/31/18	1/6/19	47050	47050	0	1169	300	0	5396	6865	17	6	146	169	7034	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	2	1/7/19	1/13/19	44658	44658	0	1389	227	0	5175	6791	19	4	223	246	7037	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	3	1/14/19	1/20/19	45104	45104	0	1412	347	0	6768	8527	15	17	189	221	8748	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	4	1/21/19	1/27/19	47452	47452	0	1507	497	0	8418	10422	9	17	260	286	10708	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	5	1/28/19	2/3/19	52415	52415	0	1639	793	0	10680	13112	18	24	288	330	13442	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	6	2/4/19	2/10/19	58465	58465	0	1857	1168	0	13126	16151	11	18	423	452	16603	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	7	2/11/19	2/17/19	57520	57520	0	1673	1268	0	13303	16244	18	29	523	570	16814	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	8	2/18/19	2/24/19	58372	58372	0	1457	1474	0	13691	16622	11	28	518	557	17179	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	9	2/25/19	3/3/19	57727	57727	0	1321	1723	0	13465	16509	10	33	468	511	17020	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	10	3/4/19	3/10/19	57702	57702	0	1244	1747	0	13278	16269	27	36	485	548	16817	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	11	3/11/19	3/17/19	57554	57554	0	1008	1730	0	13443	16181	31	52	610	693	16874	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	12	3/18/19	3/24/19	52239	52239	0	704	1315	0	10387	12406	19	43	683	745	13151	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	13	3/25/19	3/31/19	45305	45305	0	422	1024	0	7692	9138	17	54	616	687	9825	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	14	4/1/19	4/7/19	39036	39036	0	327	861	0	4912	6100	16	60	621	697	6797	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	15	4/8/19	4/14/19	33527	33527	0	210	646	0	3209	4065	17	49	575	641	4706	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	16	4/15/19	4/21/19	29354	29354	0	123	343	0	1905	2371	18	46	527	591	2962	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	17	4/22/19	4/28/19	25746	25746	0	84	214	0	1030	1328	14	30	422	466	1794	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	18	4/29/19	5/5/19	20755	20755	0	65	156	0	631	852	9	32	333	374	1226	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	19	5/6/19	5/12/19	18174	18174	0	45	93	0	405	543	8	34	284	326	869	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	20	5/13/19	5/19/19	17344	17344	0	43	79	0	335	457	6	33	277	316	773	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	21	5/20/19	5/26/19	15730	15730	0	29	63	0	268	360	3	22	256	281	641	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	22	5/27/19	6/2/19	14406	14406	0	23	46	0	206	275	10	19	237	266	541	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	23	6/3/19	6/9/19	12243	12243	0	18	44	0	137	199	1	21	204	226	425	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	24	6/10/19	6/16/19	10001	10001	0	14	33	0	120	167	0	5	127	132	299	0	No Report
United States of America	Region of the Americas of WHO	North America	2019	25	6/17/19	6/23/19	7676	7676	0	11	2	0	90	103	0	0	85	85	188	0	No Report
